component,layer,position,mem,cp,diff,mem_perc,cp_perc,diff_perc,mem_std,cp_std,mem_idx,cp_idx
resid_post,7,1,0.0009141115588136017,9.604025399312377e-05,0.000818071304820478,-70.99578857421875,-77.66478729248047,-69.94214630126953,0.0014305644435808063,0.0011829938739538193,4198.591796875,13272.1826171875
resid_post,7,2,0.00015254704339895397,3.219104837626219e-05,0.0001203560022986494,-95.1597671508789,-92.51361846923828,-95.57784271240234,0.0004295328981243074,8.326080569531769e-05,3994.694580078125,10727.2841796875
resid_post,7,3,0.00018697108316700906,6.30222202744335e-05,0.0001239488774444908,-94.06752014160156,-85.34349060058594,-95.44583129882812,0.0004824912757612765,0.00021893759549129754,3028.6552734375,10258.2822265625
resid_post,7,4,0.00011005964188370854,6.698803917970508e-05,4.3071599066024646e-05,-96.50787353515625,-84.42118835449219,-98.41744995117188,0.00014129657938610762,6.675115582766011e-05,3110.015625,6382.02490234375
resid_post,7,5,0.04145457223057747,0.0008824932156130672,0.04057207703590393,1215.32861328125,105.2334976196289,1390.7127685546875,0.03195067122578621,0.0015943495091050863,2074.87939453125,3193.786865234375
resid_post,7,6,0.00017161789583042264,0.0010673610959202051,-0.0008957433165051043,-94.55467224121094,148.2265625,-132.9116973876953,0.0016931542195379734,0.0011270693503320217,4543.1806640625,64.43045043945312
resid_post,7,7,6.095530989114195e-05,6.107811350375414e-05,-1.2279753036636976e-07,-98.06592559814453,-85.79561614990234,-100.00450897216797,3.435670441831462e-05,3.0196870284271426e-05,4181.47314453125,3985.9306640625
resid_post,7,8,5.4939168876444455e-06,3.67660550182336e-06,1.817310703700059e-06,-99.82567596435547,-99.14496612548828,-99.93323516845703,3.840330464299768e-05,2.1007926989113912e-05,63.863033294677734,91.6943130493164
resid_post,7,9,0.0002573277160990983,4.428604006534442e-05,0.00021304169786162674,-91.83514404296875,-89.70079040527344,-92.17234802246094,0.0011345510138198733,0.00026243648608215153,2727.996337890625,12306.5595703125
resid_post,7,10,7.247771281981841e-05,2.4673376174177974e-05,4.780432936968282e-05,-97.70032501220703,-94.26193237304688,-98.24356079101562,0.00047013454604893923,6.407430919352919e-05,7544.58544921875,12099.4404296875
resid_post,7,11,5.957142639090307e-05,4.5382377720670775e-05,1.4189052308211103e-05,-98.10983276367188,-89.44583129882812,-99.4786605834961,8.546772005502135e-05,0.0003845518222078681,7925.33740234375,12681.1533203125
resid_post,7,12,5.821446393383667e-05,4.882126086158678e-05,9.393199434271082e-06,-98.15289306640625,-88.64608001708984,-99.6548843383789,0.00012373918434605002,8.04814335424453e-05,7842.2705078125,9732.201171875
resid_post,7,13,0.0006014836835674942,0.0035683552268892527,-0.002966871252283454,-80.915283203125,729.8602905273438,-209.00979614257812,0.0008673107367940247,0.007209007162600756,601.6163940429688,9.495985984802246
resid_post,8,0,1.613650056242477e-05,1.3594188203569502e-05,2.5423125862289453e-06,-99.5068588256836,-98.49512481689453,-99.89268493652344,2.6675508706830442e-05,1.9430315660429187e-05,18595.24609375,20408.912109375
resid_post,8,1,0.0010753116803243756,9.719259105622768e-05,0.0009781189728528261,-67.13834381103516,-89.24073791503906,-58.709983825683594,0.0016108577838167548,0.0011579709826037288,4283.77880859375,13078.294921875
